3,655,3,682,2,230,3,548,2717083,1.04,1.91,1.55,2
3,694,3,688,2,116,3,639,2717372,1.04,1.91,1.59,2
3,668,3,687,2,128,3,638,2717610,1.04,1.88,1.63,2
3,664,3,683,2,143,3,641,2717858,1.04,1.82,1.63,2
3,662,3,690,2,115,3,639,2718093,1.05,1.8,1.63,2
3,664,3,694,2,240,3,544,2718349,1.08,1.8,1.59,2
3,658,3,691,2,192,3,642,2718643,1.09,1.8,1.51,2
3,696,3,692,2,150,3,637,2718873,1.09,1.82,1.48,2
3,664,3,680,2,126,3,641,2719119,1.1,1.86,1.4,2
3,664,3,688,2,184,3,641,2719354,1.1,1.88,1.33,2
3,693,3,685,2,162,3,636,2719639,1.1,1.88,1.32,2
3,663,3,678,2,130,3,552,2719909,1.1,1.83,1.32,2
3,663,3,0,2,140,3,610,2720147,1.1,1.78,1.35,2
3,660,3,691,2,113,3,559,2720377,1.12,1.78,1.45,2
3,661,3,685,2,235,3,561,2720614,1.16,1.79,1.51,2
3,664,3,686,2,138,3,572,2720853,1.2,1.82,1.58,2
3,659,3,687,2,114,3,552,2721118,1.21,1.93,1.66,2
3,662,3,687,2,108,3,578,2721353,1.2,2.02,1.71,2
3,691,3,684,2,142,3,583,2721614,1.12,2.03,1.74,2
3,667,3,683,2,234,3,639,2721876,1.04,2.02,1.74,2
3,660,3,686,2,124,3,644,2722168,1.04,1.97,1.74,2
3,664,3,693,2,201,3,649,2722451,1.04,1.92,1.69,2
3,660,3,692,2,198,3,683,2722745,1.06,1.87,1.58,2
3,659,3,685,2,114,3,578,2722986,1.11,1.81,1.44,2
3,668,3,694,2,111,3,642,2723256,1.14,1.78,1.36,2
3,695,3,698,2,116,3,671,2723549,1.14,1.75,1.36,2
3,689,3,687,2,126,3,671,2723829,1.14,1.73,1.37,2
3,649,3,696,2,114,3,676,2724097,1.1,1.66,1.46,2
3,690,3,708,2,106,3,667,2724393,1.07,1.57,1.58,2
3,653,3,709,2,100,3,668,2724661,1.06,1.47,1.62,2
3,648,3,670,2,206,3,618,2724954,1.05,1.42,1.62,2
